instancia,q-medio,q-desvio,tempo,alfa,mutacao,filhos
Djibouti,23515,1705.11,68.4014916290007,5,10,90
Djibouti,23936,1511.72,68.4018008590001,10,10,90
Djibouti,23942,1400.53,68.40159433999997,15,10,90
Djibouti,24811,708.98,68.40152427900011,20,10,90
Djibouti,24140,1389.69,68.40210728900001,80,10,90
Djibouti,24429,1104.08,68.40139434899993,85,10,90
Djibouti,24486,1156.01,68.40124375899995,90,10,90
Djibouti,24444,1006.64,68.40158972999961,5,10,95
Djibouti,24306,1391.04,68.40159679899989,10,10,95
Djibouti,24345,1156.61,68.40167115900022,15,10,95
Djibouti,23604,1490.94,68.40159823000067,20,10,95
Djibouti,23801,943.29,68.40129874900049,80,10,95
Djibouti,24716,663.08,68.40164067000023,85,10,95
Djibouti,24270,681.54,68.40144440899985,90,10,95
Djibouti,24158,1282.85,68.40193576000001,5,10,100
Djibouti,23910,939.16,68.40146258999994,10,10,100
Djibouti,24701,753.2,68.40136556899961,15,10,100
Djibouti,24083,1489.36,68.40140742899985,20,10,100
Djibouti,24431,712.1,68.40158484999938,80,10,100
Djibouti,24390,1312.18,68.40140802899987,85,10,100
Djibouti,24518,810.01,68.40107172999979,90,10,100
Djibouti,13069,438.35,68.40164724900023,5,15,5
Djibouti,12756,473.83,68.40140850900025,10,15,5
Djibouti,12822,627.17,68.40118810900003,15,15,5
Djibouti,12929,424.25,68.40156420899984,20,15,5
Djibouti,12789,362.75,68.40123675900031,80,15,5
Djibouti,12929,311.85,68.40116264900007,85,15,5
Djibouti,12846,206.69,68.40155796900035,90,15,5
Djibouti,12632,620.94,68.40156161900086,5,15,10
Djibouti,12808,507.79,68.40153009999995,10,15,10
Djibouti,12875,407.68,68.40130329900057,15,15,10
Djibouti,12372,471.25,68.40157764000105,20,15,10
Djibouti,12974,272.56,68.40137667899944,80,15,10
Djibouti,12795,307.47,68.40159065999978,85,15,10
Djibouti,12768,340.76,68.40174459000082,90,15,10
Djibouti,12802,502.17,68.40152576899891,5,15,15
Djibouti,12895,494.69,68.40148582000074,10,15,15
Djibouti,12538,548.64,68.4014243090005,15,15,15
Djibouti,12760,443.4,68.40138214899889,20,15,15
Djibouti,12616,502.89,68.40159864999987,80,15,15
Djibouti,12755,631.33,68.40147257999888,85,15,15
Djibouti,12632,360.27,68.40108550900004,90,15,15
Djibouti,12793,383.45,68.40164498999911,5,15,20
Djibouti,12932,605.92,68.40124502900107,10,15,20
Djibouti,12447,440.17,68.4015357799999,15,15,20
Djibouti,12531,462.22,68.40184339900043,20,15,20
Djibouti,12823,436.96,68.40137684000001,80,15,20
Djibouti,12466,505.88,68.40141455900084,85,15,20
Djibouti,12806,376.77,68.40125766999881,90,15,20
Djibouti,11048,843.43,68.40140523899936,5,15,85
Djibouti,10681,1049.5,68.4014596399993,10,15,85
Djibouti,11250,715.81,68.40143502899991,15,15,85
Djibouti,10903,695.91,68.40152637999927,20,15,85
Djibouti,10712,963.58,68.40155675799906,80,15,85
Djibouti,10644,725.32,68.40173959999993,85,15,85
Djibouti,11225,394.28,68.40122327799872,90,15,85
Djibouti,23951,1603.49,68.40138109799955,5,15,90
Djibouti,23686,1979.48,68.40166065999983,10,15,90
Djibouti,24310,1061.11,68.40139410899974,15,15,90
Djibouti,23989,1318.17,68.40110452899899,20,15,90
Djibouti,24810,1078.16,68.40146099999947,80,15,90
Djibouti,24719,1473.88,68.40157054799965,85,15,90
Djibouti,24222,1135.15,68.40204567999899,90,15,90
Djibouti,24156,1362.89,68.40177987000061,5,15,95
Djibouti,24059,1596.53,68.40142426000057,10,15,95
Djibouti,24637,962.36,68.40152706899971,15,15,95
Djibouti,24601,767.74,68.40151805999994,20,15,95
Djibouti,23495,1383.9,68.4015486190001,80,15,95
Djibouti,24378,1017.33,68.40160092000042,85,15,95
Djibouti,24316,1003.17,68.40139503099999,90,15,95
Djibouti,24518,1119.34,68.40142776900029,5,15,100
Djibouti,24282,799.12,68.40112197900089,10,15,100
Djibouti,24354,1155.23,68.40144248899924,15,15,100
Djibouti,24872,1040.58,68.4017520010002,20,15,100
Djibouti,23120,1377.94,68.40122905899989,80,15,100
Djibouti,24331,896.05,68.40158430100018,85,15,100
Djibouti,24456,1343.13,68.40173438999955,90,15,100
Djibouti,12769,410.93,68.4016091909998,5,20,5
Djibouti,12878,535.12,68.4016706379989,10,20,5
Djibouti,12698,609.61,68.40128010899934,15,20,5
Djibouti,12853,563.7,68.40135366100003,20,20,5
Djibouti,12940,339.4,68.40162173000135,80,20,5
Djibouti,12762,445.04,68.40182128099877,85,20,5
Djibouti,12221,552.52,68.40144247600074,90,20,5
Djibouti,12848,423.21,68.4010594499996,5,20,10
Djibouti,12970,427.78,68.40144132899877,10,20,10
Djibouti,12638,643.83,68.40137997799866,15,20,10
Djibouti,12751,435.47,68.40136882700062,20,20,10
Djibouti,12652,772.32,68.40145655000015,80,20,10
Djibouti,12629,844.76,68.40122033999978,85,20,10
Djibouti,12827,692.51,68.40161124900078,90,20,10
Djibouti,12784,553.12,68.40123499000038,5,20,15
Djibouti,12731,430.83,68.40148713000053,10,20,15
Djibouti,12608,320.56,68.40140972899826,15,20,15
Djibouti,12699,787.7,68.40143293000074,20,20,15
Djibouti,12789,345.91,68.40143077999892,80,20,15
Djibouti,12434,694.36,68.40190892900137,85,20,15
Djibouti,12690,668.38,68.4013339890007,90,20,15
Djibouti,12767,624.63,68.40177878000031,5,20,20
Djibouti,12617,419.65,68.40141871000014,10,20,20
Djibouti,12785,345.46,68.40131986099914,15,20,20
Djibouti,12629,516.8,68.40135785100028,20,20,20
Djibouti,12440,432.1,68.40143685899966,80,20,20
Djibouti,12987,588.43,68.40115091900043,85,20,20
Djibouti,13136,575.32,68.40117385100166,90,20,20
Djibouti,10536,851.44,68.4014487079985,5,20,85
Djibouti,11074,907.83,68.4018781779996,10,20,85
Djibouti,11218,682.21,68.40172767999866,15,20,85
Djibouti,11236,935.81,68.40140376999989,20,20,85
Djibouti,10432,927.02,68.40165714700015,80,20,85
Djibouti,11139,704.41,68.40143827000065,85,20,85
Djibouti,10845,433.91,68.40147132899983,90,20,85
Djibouti,24004,1164.04,68.40134082799887,5,20,90
Djibouti,24715,924.28,68.4017632289997,10,20,90
Djibouti,24252,862.92,68.40124760699837,15,20,90
Djibouti,24352,1181.99,68.40163716899951,20,20,90
Djibouti,24337,787.33,68.40136045899999,80,20,90
Djibouti,24525,1049.29,68.4013860089999,85,20,90
Djibouti,24007,1744.94,68.40168788000119,90,20,90
Djibouti,23985,1022.85,68.40172472900122,5,20,95
Djibouti,23357,1303.13,68.40163036000013,10,20,95
Djibouti,24204,1287.51,68.40138249899974,15,20,95
Djibouti,23970,1498.0,68.40182649999952,20,20,95
Djibouti,23546,1387.73,68.40151660800075,80,20,95
Djibouti,23591,1676.35,68.40143012999943,85,20,95
Djibouti,24482,830.46,68.40156380100052,90,20,95
Djibouti,25086,1470.22,68.40199469099935,5,20,100
Djibouti,24702,1515.66,68.40127082100116,10,20,100
Djibouti,24234,900.08,68.40178886799913,15,20,100
Djibouti,24046,790.82,68.40137696000056,20,20,100
Djibouti,24178,1324.85,68.40147814800002,80,20,100
Djibouti,24204,1194.23,68.40202791999945,85,20,100
Djibouti,23905,1724.98,68.40098514700003,90,20,100
Djibouti,12503,591.75,68.4018218199999,5,80,5
Djibouti,12203,794.06,68.40173245799997,10,80,5
Djibouti,12482,709.06,68.40145315100017,15,80,5
Djibouti,12416,754.53,68.40184281799884,20,80,5
Djibouti,12395,479.89,68.4015599409995,80,80,5
Djibouti,12477,579.2,68.40138757800014,85,80,5
Djibouti,12738,550.54,68.4018051869989,90,80,5
Djibouti,12483,564.37,68.40161333200012,5,80,10
Djibouti,12471,606.44,68.40165987,10,80,10
Djibouti,12483,245.77,68.40135900099995,15,80,10
Djibouti,11964,424.07,68.40134433999992,20,80,10
Djibouti,12341,587.34,68.40149218099941,80,80,10
Djibouti,12188,619.04,68.40152722100174,85,80,10
Djibouti,12801,418.4,68.40170301699982,90,80,10
Djibouti,11177,662.01,68.40117232000011,5,80,15
Djibouti,11172,462.49,68.40129263999916,10,80,15
Djibouti,11637,776.57,68.40141460000086,15,80,15
Djibouti,11386,1166.35,68.40154855999936,20,80,15
Djibouti,10879,1174.75,68.40107886799888,80,80,15
Djibouti,11552,503.81,68.40152161899823,85,80,15
Djibouti,11099,876.84,68.4015240109984,90,80,15
Djibouti,10801,989.89,68.40185611999914,5,80,20
Djibouti,11484,783.74,68.40153683999961,10,80,20
Djibouti,10932,959.15,68.40125959099896,15,80,20
Djibouti,11211,669.79,68.40136846099995,20,80,20
Djibouti,11878,609.16,68.40098806099923,80,80,20
Djibouti,11410,805.96,68.40130554999996,85,80,20
Djibouti,11221,784.1,68.40145551899695,90,80,20
Djibouti,11536,819.3,68.401855291002,5,80,85
Djibouti,11446,647.93,68.40190424100001,10,80,85
Djibouti,11334,599.65,68.40195836899875,15,80,85
Djibouti,11462,783.04,68.40116190700064,20,80,85
Djibouti,11271,882.01,68.40151525100009,80,80,85
Djibouti,11619,1024.66,68.40128016000017,85,80,85
Djibouti,11573,612.29,68.40148490000138,90,80,85
Djibouti,24373,928.99,68.40148609799871,5,80,90
Djibouti,24275,1156.94,68.40145084699907,10,80,90
Djibouti,24016,1485.4,68.40108099799909,15,80,90
Djibouti,24152,1171.28,68.4013006310015,20,80,90
Djibouti,24529,1415.36,68.40189372000168,80,80,90
Djibouti,23986,1507.89,68.40152377800041,85,80,90
Djibouti,23930,1542.97,68.40183418000015,90,80,90
Djibouti,23950,1212.14,68.40176763100317,5,80,95
Djibouti,24316,1006.03,68.40122669899938,10,80,95
Djibouti,24148,1258.82,68.40182219900089,15,80,95
Djibouti,24093,1107.96,68.40144056999998,20,80,95
Djibouti,23652,863.58,68.40162787200097,80,80,95
Djibouti,24664,988.06,68.40165263900053,85,80,95
Djibouti,24460,1520.73,68.40147824000087,90,80,95
Djibouti,23609,928.08,68.40168605999861,5,80,100
Djibouti,24006,1027.54,68.40147509999952,10,80,100
Djibouti,24586,946.49,68.40189470900077,15,80,100
Djibouti,23747,1516.79,68.40175799099961,20,80,100
Djibouti,23965,818.56,68.40157533999809,80,80,100
Djibouti,24476,1502.2,68.40134000800026,85,80,100
Djibouti,24054,1421.26,68.40164949899918,90,80,100
Djibouti,12277,676.56,68.40175597999769,5,85,5
Djibouti,12404,513.8,68.40164086000004,10,85,5
Djibouti,12601,542.14,68.40163421899706,15,85,5
Djibouti,12105,579.29,68.4016746999987,20,85,5
Djibouti,12571,611.04,68.40118286099823,80,85,5
Djibouti,12425,808.75,68.40145036800095,85,85,5
Djibouti,12302,420.29,68.40165266999975,90,85,5
Djibouti,12309,717.8,68.40176027900088,5,85,10
Djibouti,12284,551.86,68.40141247000065,10,85,10
Djibouti,12641,706.88,68.4015839499989,15,85,10
Djibouti,12494,807.26,68.40163721999852,20,85,10
Djibouti,12264,795.23,68.40159999000025,80,85,10
Djibouti,12009,712.27,68.40169487800085,85,85,10
Djibouti,12635,611.13,68.40168805899884,90,85,10
Djibouti,10856,851.6,68.40161125899976,5,85,15
Djibouti,10954,922.79,68.40164569000262,10,85,15
Djibouti,11198,811.41,68.40138606800247,15,85,15
Djibouti,11061,707.41,68.4016924589996,20,85,15
Djibouti,11226,789.75,68.40141234899784,80,85,15
Djibouti,11525,756.67,68.40166737899926,85,85,15
Djibouti,10911,630.38,68.40133657700062,90,85,15
Djibouti,11683,748.28,68.40145462799774,5,85,20
Djibouti,10792,939.57,68.4015585699999,10,85,20
Djibouti,11229,443.76,68.40077982500225,15,85,20
Djibouti,10664,716.23,68.40158790100031,20,85,20
Djibouti,10360,933.05,68.40149626800121,80,85,20
Djibouti,11300,982.97,68.40148707899789,85,85,20
Djibouti,11395,701.45,68.40123618899815,90,85,20
Djibouti,11230,957.49,68.40139734900004,5,85,85
Djibouti,11252,845.02,68.40179531099784,10,85,85
Djibouti,10973,497.49,68.40181221899911,15,85,85
Djibouti,11730,773.67,68.40162875799797,20,85,85
Djibouti,11619,1047.45,68.40145892099827,80,85,85
Djibouti,11808,608.32,68.40114942999935,85,85,85
Djibouti,11209,525.32,68.40181137000036,90,85,85
Djibouti,23843,1014.57,68.40141727000082,5,85,90
Djibouti,24101,1249.75,68.40169508899999,10,85,90
Djibouti,23586,1001.74,68.40136724100012,15,85,90
Djibouti,24527,1455.52,68.40128828700108,20,85,90
Djibouti,24032,822.59,68.40158212799724,80,85,90
Djibouti,24307,859.06,68.40174209999896,85,85,90
Djibouti,24050,1150.14,68.40177037900139,90,85,90
Djibouti,24240,1290.09,68.40125648899993,5,85,95
Djibouti,23811,1392.39,68.40161587799957,10,85,95
Djibouti,24031,1269.41,68.4014409090014,15,85,95
Djibouti,24618,1006.4,68.4016484299973,20,85,95
Djibouti,24579,751.28,68.40151183700073,80,85,95
Djibouti,24244,1275.89,68.4015414610003,85,85,95
Djibouti,24169,936.0,68.40107295100097,90,85,95
Djibouti,23856,1289.91,68.40204540900231,5,85,100
Djibouti,24240,991.06,68.4014267800012,10,85,100
Djibouti,24282,811.64,68.40145428899996,15,85,100
Djibouti,24065,1304.19,68.40163091900104,20,85,100
Djibouti,24275,1433.86,68.40142256999752,80,85,100
Djibouti,23798,1184.16,68.40154241900018,85,85,100
Djibouti,24746,1004.25,68.4018181600004,90,85,100
Djibouti,11264,1008.28,68.40175561000069,5,90,5
Djibouti,11132,595.89,68.40148036900064,10,90,5
Djibouti,11315,673.26,68.40135098800238,15,90,5
Djibouti,11615,996.0,68.40126270900146,20,90,5
Djibouti,11478,542.16,68.40145312800087,80,90,5
Djibouti,10990,855.31,68.40112791000138,85,90,5
Djibouti,11407,1012.36,68.4011273899996,90,90,5
Djibouti,11481,524.23,68.40148038799816,5,90,10
Djibouti,11535,1094.18,68.40165734000038,10,90,10
Djibouti,12001,828.04,68.40148992000104,15,90,10
Djibouti,11685,732.12,68.40157896999881,20,90,10
Djibouti,11012,622.25,68.40151875000083,80,90,10
Djibouti,11401,1032.96,68.40143008000086,85,90,10
Djibouti,11127,1177.28,68.40137096899707,90,90,10
Djibouti,11112,1032.44,68.40147393000007,5,90,15
Djibouti,11154,681.84,68.40093291700032,10,90,15
Djibouti,11517,734.87,68.40134638000018,15,90,15
Djibouti,10605,648.5,68.40145643800133,20,90,15
Djibouti,11636,611.66,68.40135878100045,80,90,15
Djibouti,10869,786.84,68.40175802799786,85,90,15
Djibouti,11217,1122.03,68.4015139080002,90,90,15
Djibouti,11903,652.43,68.40177836899966,5,90,20
Djibouti,11290,1038.98,68.40140468000027,10,90,20
Djibouti,11246,929.73,68.40134564799882,15,90,20
Djibouti,11625,660.99,68.40143410000019,20,90,20
Djibouti,11539,562.84,68.40166437999869,80,90,20
Djibouti,10390,926.12,68.40123543899972,85,90,20
Djibouti,10785,941.33,68.40133828699982,90,90,20
Djibouti,11228,689.44,68.40167521900003,5,90,85
Djibouti,11693,728.19,68.40117950000058,10,90,85
Djibouti,11577,461.0,68.40133236799738,15,90,85
Djibouti,11578,675.82,68.40133098899969,20,90,85
Djibouti,11636,550.42,68.4015818480002,80,90,85
Djibouti,11592,852.51,68.40175889099919,85,90,85
Djibouti,11471,710.52,68.40143887999875,90,90,85
Djibouti,24425,934.82,68.40131378799924,5,90,90
Djibouti,24173,910.55,68.40158586799953,10,90,90
Djibouti,24431,1133.64,68.40137385799972,15,90,90
Djibouti,23766,1309.96,68.40149612999812,20,90,90
Djibouti,24536,957.74,68.4012894189982,80,90,90
Djibouti,23462,1293.14,68.40159643000152,85,90,90
Djibouti,23904,750.19,68.40152332900107,90,90,90
Djibouti,24113,1139.35,68.40153952900073,5,90,95
Djibouti,24371,594.67,68.40153004999956,10,90,95
Djibouti,24683,1144.01,68.4017279389991,15,90,95
Djibouti,23962,688.53,68.40186975100005,20,90,95
Djibouti,23622,1191.55,68.40133984700151,80,90,95
Djibouti,24603,916.3,68.40181756799939,85,90,95
Djibouti,23734,1208.52,68.40156270799707,90,90,95
Djibouti,24425,1379.35,68.40151693900043,5,90,100
Djibouti,24434,1332.43,68.40126599900032,10,90,100
Djibouti,24464,1118.51,68.4016493199997,15,90,100
Djibouti,24363,1215.75,68.40164469899901,20,90,100
Djibouti,23939,1115.02,68.40153845900204,80,90,100
Djibouti,24743,1134.38,68.40139479999925,85,90,100
Djibouti,24297,1246.81,68.40151922900259,90,90,100
Qatar,47131,1154.97,349.218001335,5,5,5
Qatar,47746,1603.44,349.21492735,10,5,5
Qatar,47359,846.29,349.216018654,15,5,5
Qatar,47663,1068.67,349.2173449879999,20,5,5
Qatar,47674,846.02,349.21667370299997,80,5,5
Qatar,47002,976.2,349.22092456200016,85,5,5
Qatar,47930,1149.31,349.21258212400016,90,5,5
Qatar,47691,1030.27,349.21458540599997,5,5,10
Qatar,47113,1523.62,349.2173467159996,10,5,10
Qatar,47731,1088.47,349.2234449530001,15,5,10
Qatar,47370,930.96,349.21882548799977,20,5,10
Qatar,47459,1952.17,349.2119788330001,80,5,10
Qatar,46800,1190.07,349.2170106780004,85,5,10
Qatar,47076,858.21,349.2214632340001,90,5,10
Qatar,47916,1080.95,349.2134737719998,5,5,15
Qatar,47967,1330.18,349.2169180769997,10,5,15
Qatar,47795,1207.66,349.21411593599987,15,5,15
Qatar,47414,935.33,349.22073531099977,20,5,15
Qatar,47349,1296.45,349.2240869850002,80,5,15
Qatar,46664,2296.83,349.2182431250003,85,5,15
Qatar,46942,1692.64,349.2212137180004,90,5,15
Qatar,47462,1284.08,349.2130468710002,5,5,20
Qatar,47411,1240.37,349.2179109030003,10,5,20
Qatar,47637,1122.54,349.2176256699995,15,5,20
Qatar,47606,1095.8,349.21235834899926,20,5,20
Qatar,47286,1326.51,349.2169601360001,80,5,20
Qatar,47441,1183.73,349.21883493899986,85,5,20
Qatar,47565,1325.12,349.2202923069999,90,5,20
Qatar,46280,1912.46,349.2233065550008,5,5,85
Qatar,47644,1213.09,349.21374132300116,10,5,85
Qatar,47366,1558.22,349.21348629600107,15,5,85
Qatar,47309,2043.01,349.217717380001,20,5,85
Qatar,46192,1749.56,349.20988422499977,80,5,85
Qatar,47404,1376.68,349.2157711139989,85,5,85
Qatar,47074,1356.7,349.221528991,90,5,85
Qatar,46778,1162.12,349.2216230470003,5,5,90
Qatar,47498,824.2,349.21670901700054,10,5,90
Qatar,47236,1049.64,349.221727483,15,5,90
Qatar,47941,870.14,349.22155558100167,20,5,90
Qatar,47928,1391.4,349.21971110900085,80,5,90
Qatar,47582,1328.75,349.21893898300004,85,5,90
Qatar,47365,1081.18,349.21759406800084,90,5,90
Qatar,86587,1755.09,349.2174443669992,5,5,95
Qatar,86711,2276.74,349.22195921300045,10,5,95
Qatar,85861,2715.44,349.21915430900117,15,5,95
Qatar,87028,1668.42,349.2191377069994,20,5,95
Qatar,87275,1656.06,349.2218715240015,80,5,95
Qatar,87168,1230.47,349.2173626429976,85,5,95
Qatar,86615,1799.05,349.218669058002,90,5,95
Qatar,87394,1780.85,349.21652856799847,5,5,100
Qatar,86304,1595.73,349.2250974439994,10,5,100
Qatar,85841,2214.14,349.21892208600184,15,5,100
Qatar,86948,1492.98,349.219704526,20,5,100
Qatar,86789,1880.42,349.2161153369998,80,5,100
Qatar,86577,1254.95,349.22087065099913,85,5,100
Qatar,85918,1324.04,349.2152651789984,90,5,100
Qatar,47954,1422.08,349.22091437700146,5,10,5
Qatar,47225,1331.01,349.21849395499885,10,10,5
Qatar,47944,1561.05,349.2167836640001,15,10,5
Qatar,47087,1893.37,349.2221813069991,20,10,5
Qatar,48182,1449.93,349.2194957000029,80,10,5
Qatar,47461,755.86,349.2197406849991,85,10,5
Qatar,47460,1371.28,349.2197169329993,90,10,5
Qatar,47439,1297.45,349.2167709400019,5,10,10
Qatar,47612,876.38,349.22111988599863,10,10,10
Qatar,47436,1777.39,349.2196636300032,15,10,10
Qatar,47891,960.4,349.2208271339987,20,10,10
Qatar,48255,690.74,349.21867452399965,80,10,10
Qatar,47699,784.51,349.21752907799964,85,10,10
Qatar,47908,986.46,349.2225722660005,90,10,10
Qatar,47070,1669.13,349.21914576799827,5,10,15
Qatar,48077,1021.71,349.21287391400256,10,10,15
Qatar,48135,1317.62,349.219268629,15,10,15
Qatar,47340,1287.98,349.2208680629992,20,10,15
Qatar,48019,794.17,349.2191293210017,80,10,15
Qatar,47005,1328.41,349.2153827840011,85,10,15
Qatar,47719,892.89,349.2244855070021,90,10,15
Qatar,47395,943.32,349.21480777800025,5,10,20
Qatar,47326,980.42,349.2219676349996,10,10,20
Qatar,47102,888.9,349.22179326199694,15,10,20
Qatar,47597,1120.24,349.2249911969993,20,10,20
Qatar,47416,1350.72,349.2198108880002,80,10,20
Qatar,46910,1349.0,349.2175416379978,85,10,20
Qatar,47341,1049.77,349.2149649380008,90,10,20
Qatar,45880,1945.7,349.21872990200063,5,10,85
Qatar,47103,1826.2,349.22048752400224,10,10,85
Qatar,46423,1797.76,349.2201351800031,15,10,85
Qatar,45656,1946.27,349.21997620299953,20,10,85
Qatar,47374,1914.88,349.21895565999876,80,10,85
Qatar,46157,2401.89,349.2173182379993,85,10,85
Qatar,46120,2500.73,349.21534901799896,90,10,85
Qatar,47910,1454.33,349.22016503099803,5,10,90
Qatar,47948,841.63,349.21628829999827,10,10,90
Qatar,47412,1397.13,349.216252557002,15,10,90
Qatar,47657,872.55,349.21380795599543,20,10,90
Qatar,47599,1446.15,349.2198450920041,80,10,90
Qatar,47948,932.09,349.22051487799763,85,10,90
Qatar,47405,773.63,349.21644869900047,90,10,90
Qatar,86962,1368.64,349.21420046599815,5,10,95
Qatar,85744,2253.64,349.22274861500046,10,10,95
Qatar,86112,2842.35,349.2210179419999,15,10,95
Qatar,86945,1453.32,349.2177630899969,20,10,95
Qatar,86912,2353.53,349.2221829159971,80,10,95
Qatar,85482,2111.55,349.2144949949943,85,10,95
Qatar,86713,1410.25,349.2234042249984,90,10,95
Qatar,85336,1889.85,349.21945204099757,5,10,100
Qatar,86286,2909.95,349.2274365350022,10,10,100
Qatar,85749,1668.37,349.21804772999894,15,10,100
Qatar,86617,2229.71,349.21967266999854,20,10,100
Qatar,86816,2020.57,349.22431745500216,80,10,100
Qatar,85542,2084.58,349.2209572159991,85,10,100
Qatar,86955,1482.34,349.22166306299914,90,10,100
Qatar,47254,1201.68,349.220213162007,5,15,5
Qatar,48207,598.38,349.22462477500085,10,15,5
Qatar,47950,472.04,349.2234361899973,15,15,5
Qatar,47434,1021.07,349.21483728900057,20,15,5
Qatar,48067,746.29,349.2166027860003,80,15,5
Qatar,47946,675.27,349.2194025139979,85,15,5
Qatar,47717,789.7,349.2214001370012,90,15,5
Qatar,46380,1609.41,349.21868402600376,5,15,10
Qatar,47096,1439.48,349.21804559100565,10,15,10
Qatar,47672,1427.19,349.21478145000583,15,15,10
Qatar,47370,457.68,349.214685465995,20,15,10
Qatar,47646,1494.53,349.21959156900266,80,15,10
Qatar,47701,1047.42,349.2163254920015,85,15,10
Qatar,46399,1799.46,349.21589487099845,90,15,10
Qatar,47846,1141.91,349.2182234830034,5,15,15
Qatar,46962,1307.01,349.21797818699997,10,15,15
Qatar,48401,685.56,349.21778606800217,15,15,15
Qatar,47629,1524.61,349.2168692780033,20,15,15
Qatar,47697,1354.52,349.2172586489978,80,15,15
Qatar,47307,1314.28,349.2171873349944,85,15,15
Qatar,47323,898.3,349.2191033690033,90,15,15
Qatar,47466,1423.66,349.22151034099807,5,15,20
Qatar,47306,1378.82,349.21427343899995,10,15,20
Qatar,47950,1451.66,349.2141193879943,15,15,20
Qatar,47036,1234.92,349.2150763960017,20,15,20
Qatar,46994,628.86,349.21274207699753,80,15,20
Qatar,46738,1382.54,349.2158589729952,85,15,20
Qatar,47253,1647.62,349.2103277089991,90,15,20
Qatar,46780,1873.63,349.2143059769951,5,15,85
Qatar,46277,2361.94,349.218804148004,10,15,85
Qatar,46188,1880.58,349.21939471299993,15,15,85
Qatar,47639,1871.64,349.2229256030041,20,15,85
Qatar,47474,1693.35,349.2109428830008,80,15,85
Qatar,46844,1665.06,349.2160307630038,85,15,85
Qatar,46870,2980.92,349.2191247230003,90,15,85
Qatar,47764,921.88,349.2139608850048,5,15,90
Qatar,47094,1710.96,349.21980260800046,10,15,90
Qatar,48401,696.46,349.21834481499536,15,15,90
Qatar,47918,873.35,349.2142655400021,20,15,90
Qatar,47839,690.67,349.214499491005,80,15,90
Qatar,47482,839.66,349.21541796399833,85,15,90
Qatar,47869,1092.93,349.224726911998,90,15,90
Qatar,87433,1500.95,349.22237426799984,5,15,95
Qatar,86493,1836.17,349.21835926699714,10,15,95
Qatar,86616,1479.22,349.21855062300165,15,15,95
Qatar,86317,2356.66,349.2164377379959,20,15,95
Qatar,86728,1189.8,349.21738899799675,80,15,95
Qatar,85340,2518.92,349.2198510870003,85,15,95
Qatar,87064,2365.63,349.2204287249988,90,15,95
Qatar,86096,2133.23,349.21408973600046,5,15,100
Qatar,86995,1940.38,349.2216948310015,10,15,100
Qatar,86366,2006.72,349.2168996649998,15,15,100
Qatar,87175,2166.82,349.2118707460031,20,15,100
Qatar,86831,1684.35,349.2154389619973,80,15,100
Qatar,85722,1762.66,349.22080925200135,85,15,100
Qatar,86681,1724.78,349.2249279270036,90,15,100
Qatar,47082,1032.51,349.2157260380045,5,20,5
Qatar,47991,753.19,349.2139257050003,10,20,5
Qatar,47972,836.45,349.2176260720007,15,20,5
Qatar,47909,961.01,349.21704748400225,20,20,5
Qatar,47297,1861.89,349.2141722400047,80,20,5
Qatar,48282,1059.56,349.21645675400214,85,20,5
Qatar,47323,1355.0,349.22016718899977,90,20,5
Qatar,47771,1179.47,349.2175854590023,5,20,10
Qatar,47841,1165.19,349.2152095889978,10,20,10
Qatar,46711,1479.05,349.2143910980012,15,20,10
Qatar,47513,1175.63,349.22087878599996,20,20,10
Qatar,47064,1599.07,349.2204063040044,80,20,10
Qatar,48235,656.09,349.2228411859978,85,20,10
Qatar,47943,1246.82,349.2191711619962,90,20,10
Qatar,47519,1190.35,349.2116677570011,5,20,15
Qatar,46839,1960.61,349.2134351529967,10,20,15
Qatar,46549,1514.39,349.21526506100054,15,20,15
Qatar,47218,1593.56,349.22067142200103,20,20,15
Qatar,47338,1197.14,349.220932627999,80,20,15
Qatar,46940,1650.37,349.2140428829953,85,20,15
Qatar,47172,1000.66,349.2230679429922,90,20,15
Qatar,47683,1210.3,349.21484798200254,5,20,20
Qatar,46896,1335.27,349.2176708189945,10,20,20
Qatar,47208,1142.79,349.219803082,15,20,20
Qatar,47638,1108.03,349.21557259600377,20,20,20
Qatar,47273,1456.56,349.22021943599975,80,20,20
Qatar,47539,1005.13,349.21603626599244,85,20,20
Qatar,47512,1522.68,349.2172873850068,90,20,20
Qatar,47327,1022.23,349.2222360250016,5,20,85
Qatar,46724,2096.71,349.21474814899557,10,20,85
Qatar,47529,1582.39,349.2201058299979,15,20,85
Qatar,46847,1465.65,349.2227661509969,20,20,85
Qatar,46176,2707.63,349.21879592799814,80,20,85
Qatar,46669,1927.72,349.22033749900584,85,20,85
Qatar,45790,1829.82,349.2177713919955,90,20,85
Qatar,47618,1136.43,349.218926800997,5,20,90
Qatar,47119,1445.79,349.2168987199984,10,20,90
Qatar,47514,750.93,349.2250256469997,15,20,90
Qatar,47110,1172.42,349.21797075100767,20,20,90
Qatar,47341,1683.33,349.22117445799813,80,20,90
Qatar,47690,957.23,349.22193034099473,85,20,90
Qatar,46901,1076.89,349.214735985006,90,20,90
Qatar,86480,1704.32,349.2155203380098,5,20,95
Qatar,87518,2549.3,349.2154937879968,10,20,95
Qatar,85815,1668.56,349.2176479799964,15,20,95
Qatar,87199,1296.36,349.21596475699334,20,20,95
Qatar,86266,2628.21,349.2185935410089,80,20,95
